id,is_iceberg
5941774d,0.003973782993853092
4023181e,0.9934572577476501
b20200e4,8.245447133958805e-06
e7f018bb,0.9999997615814209
4371c8c3,0.3050200939178467
a8d9b1fd,0.0002990763750858605
29e7727e,0.03878943249583244
92a51ffb,0.9999998807907104
c769ac97,1.462788259232184e-05
aee0547d,3.419266009652838e-14
565b28ac,7.419360265048525e-12
e04e9775,0.7037104964256287
8e8161d1,6.863756785158159e-10
4cf4d256,0.08606254309415817
139e5324,3.123496696844086e-07
f156976f,2.9716979042859748e-05
68a117cc,1.259975078937714e-06
d9aa7a56,0.5884181261062622
9005b143,0.3305213451385498
5f6d3988,0.9915274977684021
9ad70954,6.276242493186146e-05
b9087b9e,0.5269108414649963
a39a1427,0.8309610486030579
82fbe8ed,0.05856998637318611
1fae4879,5.9306635317629825e-30
6dd8f13d,5.60262835731022e-23
bbad5958,0.003926090896129608
54527583,0.014887582510709763
be8fa29c,0.005778859835118055
81a3328f,1.0
1a3c0ab3,1.4089759758917353e-07
4deeeb8b,0.06648239493370056
ac6d5632,0.06202642247080803
472dadb5,0.15901900827884674
96093f95,0.6689191460609436
f5b4e3df,0.9955797791481018
e01a3c92,4.925584939918792e-10
001680af,0.05034890025854111
8e639f33,0.2789805829524994
a2c16612,0.9671430587768555
a6d76474,7.598771694870603e-26
19c47684,0.4138548672199249
015827b6,0.8216999173164368
7df7f7ce,0.17448896169662476
0bbf1a3f,0.5067249536514282
636cfbb7,0.8121519088745117
7370030a,0.9985108971595764
43aa97ad,6.198592285241951e-29
ba2b5e63,1.0
dfdd335b,0.9974769949913025
e79b13dc,8.625974032838712e-07
dc32b195,0.3428160846233368
6d868590,0.9999618530273438
75fa59aa,7.44084388770716e-07
ffe50836,0.15405546128749847
a7bfd784,0.9999943971633911
b3d569e3,0.06352964788675308
6c538c5b,0.07555384188890457
5c7c15f4,1.0
0b745139,0.7709482908248901
fd14608e,0.26253896951675415
f0bc8305,0.00028792486409656703
a10ccb28,1.0
543304c7,0.7310971021652222
6c3a4078,2.7892241628274566e-32
9b73cc75,0.1036781445145607
5c6c71b1,0.0025611252058297396
09ee9186,0.9999407529830933
207c35cf,0.13128232955932617
153c813e,0.9993559718132019
5605d58b,0.9113576412200928
642ca396,0.00013549855793826282
d32d72c0,0.5755671262741089
16646a17,0.9998962879180908
384074af,0.7686243653297424
69bf1e8c,0.1773214489221573
9e90a054,0.3022753596305847
89dbe7f7,0.9999986886978149
dbd27d22,0.7029669880867004
a2ea1561,0.5103797912597656
d63402af,0.40176209807395935
1ac8bb92,1.0
8beffca5,0.023141557350754738
46741f3e,0.15228000283241272
e5ee6aa7,0.9127069115638733
5ecd892b,0.735207200050354
69892166,0.0005969682824797928
2f725a81,0.015378808602690697
810abfe4,1.8655301928814069e-25
e6f973e6,0.6253966689109802
c60a5c46,7.225316949188709e-05
c42b9e08,0.0006507498328574002
c3f00c23,0.9999998807907104
5307fdb8,0.9993306398391724
3e4f005e,5.452411855344508e-08
4a4cc2e0,0.9924565553665161
9bdd88d1,1.5541902617308145e-14
0d832bed,0.00035036393092013896
14a134fa,4.46821876373682e-12
78a41676,8.268936139676963e-17
0bd4658e,0.0005332779255695641
4a311bb0,0.2244594544172287
f939c817,0.8962012529373169
956adc4d,1.0
f8a119f5,0.6841139197349548
61faa1ad,0.9999737739562988
6725eb3e,0.4281279146671295
17b3a8fd,1.152241686395647e-13
49a88dfc,1.3463044047645756e-11
2d6ec645,0.07327522337436676
0d4d77ba,0.44825440645217896
3ee672a2,1.0
738b41fd,0.21263135969638824
f7fb320d,0.5096254944801331
b42fad18,1.0145063455979653e-08
4ab8b00a,0.8761904835700989
f7870f2b,0.2662208378314972
4978666a,0.36288920044898987
f1b0d6c7,1.752426464574422e-14
5642407f,0.0005707197706215084
36d4ff92,0.9999730587005615
4139aba2,0.9909418225288391
7585ce58,0.08124357461929321
33e25984,1.0
ac46f3c9,1.9815861378447153e-05
fc34a5b8,0.6719086170196533
85c36a8f,0.3965405821800232
b2d8a426,0.03878955915570259
13ec60d1,0.9914398193359375
9d440f42,0.054192718118429184
1c0a891e,0.40501463413238525
981c3bc3,1.0
295604f4,0.7682225704193115
16ca16c3,1.3896788914280478e-05
b4dda837,0.08518657088279724
88d088ef,9.342167572867766e-07
1b4fa160,0.7907097935676575
f371bd82,7.0058549681562e-06
b130a0b7,0.9999955892562866
ebf1de82,0.030601458624005318
01e651c3,0.9997774958610535
51b1fecc,0.9985321760177612
fa635a31,0.9514656066894531
97b7d789,0.9910940527915955
2f598053,4.711096579512741e-08
c0e3e148,0.010013674385845661
cfa175a8,0.09162522852420807
3d7e09d8,0.7534635663032532
44a13d1b,0.998458743095398
c66b0948,0.3891496956348419
976a6d64,1.5089983207872137e-05
8bbd8909,0.40126729011535645
522890fd,0.9945502877235413
f23a3b95,0.19533689320087433
680039dc,0.9742843508720398
93028e53,1.037988340613083e-06
22a16932,1.0
7d8126d2,0.007747145369648933
ba2ecd75,9.294654490510368e-10
8071bdd7,0.00207109865732491
96d5aeee,1.781415658974432e-14
154be68f,0.9909804463386536
d8c2bfe2,0.9915755391120911
f76d47b0,0.5989558100700378
0e781ade,1.4006111541675637e-06
13cf6060,3.100499766984195e-26
cd99f710,0.9949288368225098
d10005bb,1.7112571082389394e-10
3a31445f,1.0
3157202d,1.1914011111002765e-07
6ee64703,0.014738927595317364
e5de8685,0.10538562387228012
02cc70ba,3.6606651043769034e-09
50984a87,0.46687909960746765
fa94957a,0.9999945163726807
eab406b4,0.7555209398269653
3ad39398,0.8370059132575989
9ecf3802,0.99488765001297
6048ae7b,1.259092038819402e-18
9dc68871,8.048532814611958e-14
13701465,0.7208229303359985
8d8779f3,4.899648608916176e-25
0712f269,0.42195385694503784
722c2597,5.845667654159913e-16
478a2b08,0.4569743275642395
38f5fb41,0.1740003377199173
c52ad74d,1.0
0c85fd09,1.2858838993601296e-10
f1582cba,0.9392227530479431
ff836697,0.9195534586906433
ddfe4802,8.276791777461767e-05
3cef3bc7,0.9997327923774719
6a21542b,0.023074544966220856
150e23c4,1.0
078c6d99,0.992194414138794
1dcd1dc3,1.7000364603472068e-14
39967e45,0.4405379891395569
6b6333aa,1.0
4ae61433,0.16352319717407227
f96362e0,0.0030955944675952196
97a88aac,0.02211838774383068
427ae8ce,0.0024688143748790026
209d4b15,0.6922281384468079
64b453bd,4.1245723503280374e-10
0f5a484e,0.9313468933105469
5ac74969,0.943598210811615
736ed43e,0.4330817759037018
8533795f,0.001130714314058423
f5b54fb6,0.5762056112289429
6eb4c041,0.46062248945236206
97afdf42,0.3532252013683319
1bb488db,0.9999855756759644
f132e44d,2.50684060176809e-08
d3c2f140,0.9679940938949585
1756794d,0.2177075445652008
9efcc11f,9.603390812743057e-21
14c966cf,0.6298770308494568
59cfe4d1,0.8896768093109131
883151f4,0.00020267482614144683
34c4c9ff,0.4250583052635193
70b4c2eb,0.09616554528474808
96a337d9,0.6858890056610107
7fe89ffa,0.07842765748500824
057c7a22,4.998264183757929e-19
451cc057,0.9997430443763733
05076700,1.1297344285651593e-15
dc52f6c1,0.0013380348682403564
b03a59f9,0.005389271304011345
129ed4b0,0.46098607778549194
fb611563,0.9999932050704956
ac32e6f1,0.4059605598449707
c05c5ab0,0.7088468074798584
3163d5ed,1.1824616841238367e-08
02096ca4,0.98775315284729
e92496c0,4.3893116918880537e-10
1a9e2c50,0.999996542930603
0864e334,0.9749730825424194
d976faeb,0.07717198133468628
1d7b342f,9.418700316641175e-18
281bc1ea,3.673081809862824e-19
bea9f0cf,0.40065905451774597
f4afa0e6,1.1808806998793582e-21
e1b5ef69,0.3809669017791748
b50539fd,0.004555071704089642
2a8c9c15,0.45845791697502136
157ebb0c,0.9999750852584839
247d3614,2.121600175541971e-07
0c6cc0cb,0.2380620837211609
aae88d39,0.015629228204488754
0c77b464,0.035817455500364304
963cf5ea,0.34049877524375916
1b371d8b,0.9998564720153809
225bc00f,1.6156071671730924e-20
bc0a4eec,1.1650405213003978e-05
1099782e,0.004891179036349058
a18feadd,0.9918012022972107
ad7f4932,8.410568261751905e-05
5f8f831e,0.44113823771476746
b5167c35,5.383865936892107e-05
0230b06d,0.2805132567882538
f8d7f7ba,1.2071135107108444e-12
08bd1053,4.810749576478202e-10
58e4dc8c,3.5912057683162857e-07
4793ce8e,0.030391760170459747
304caab4,7.906037198416985e-23
f2ee6d7f,0.9434653520584106
e1f9c0e4,0.9921767115592957
8e40401c,0.15438483655452728
5d9eaba2,0.5723990201950073
55e7562c,0.0005301650380715728
9da6cb4b,1.1247053296731049e-19
c3c1c8ec,1.456051539351227e-38
3b38698e,1.4540205484081525e-05
6c9eb909,0.001123493304476142
482a3d1d,0.0009192348225042224
0e9918f0,0.5338185429573059
ef894fd2,1.6435516288612124e-17
4b82e7f7,0.9999997615814209
b9cdd7fb,1.891578392402074e-14
94a496f4,0.09619800001382828
995eacae,0.7555624842643738
41b02e58,0.9999948740005493
69f04617,0.7609567642211914
c889a03c,0.9999890327453613
91f98acf,1.0
9135c19f,1.0
1f0e9c09,6.116735807096263e-13
260d6e8e,0.9999912977218628
46334397,9.155131763805002e-09
f34ddf31,0.0009276673081330955
4d6177d7,0.598809540271759
76a57270,0.30267781019210815
217b8cea,2.1869117627915102e-10
9a45a566,1.0
1b55c75e,5.730444346961335e-21
7bd92ec6,1.0
6c409f41,0.3449583351612091
df3e48eb,5.0349477533018216e-05
62723e57,4.284777817244821e-26
b8e627bf,0.1404019594192505
86bb5d85,0.00014825518883299083
77e5034c,0.7002397179603577
607079e5,0.3584649860858917
96879fb4,2.016800522142148e-07
6afe606d,0.9997790455818176
4129802f,0.9998013377189636
a42300ef,0.6469287872314453
1af842f5,0.8387810587882996
3fe57d78,1.0
f4e60ed5,0.9999921321868896
68c8337b,0.04985370486974716
914ed5b5,0.044048357754945755
a6bb5987,0.19675901532173157
c781c439,0.0009069126099348068
47a1a25e,0.012646794319152832
80ea0713,0.9998732805252075
a9d001bc,1.673539640201227e-10
f94d098a,9.395499205311353e-07
3e230e0e,0.000528892851434648
24afa485,0.07304709404706955
bc37db7f,0.8212609887123108
83f99e4d,4.955147403506999e-09
1a8d86f7,1.3897260942030698e-06
38136419,0.7833337783813477
d393e637,0.9924578666687012
36902570,0.9999926090240479
327f7b25,0.9996534585952759
3f8543c6,0.9998102784156799
a0d42a70,0.8106501698493958
e07ba430,0.5374436974525452
c6e53803,0.758360743522644
fec4dad8,0.09630391746759415
933fc5ba,0.15161298215389252
c27eda4e,0.9999874830245972
9b94d2c2,0.0019418279407545924
a2dbdb31,0.0009760569082573056
816258dd,0.03895175829529762
81f11218,1.0
c4bd9d04,0.8834238052368164
c6ce9bf9,0.00018634085427038372
a7b3cc29,1.9077197066508234e-05
527870bf,0.34828054904937744
9af26068,1.0
0b591e70,0.9998575448989868
2b1e57c5,0.3509792685508728
194db786,0.9997326731681824
e09ba644,1.0
fa2ed3e5,1.0
1ba92726,0.004582591354846954
8c8f45b4,8.459607085792622e-24
f8889f44,0.00036640456528402865
598e255b,0.0015907177003100514
45f1aa7a,0.2627408504486084
022956a3,2.747847956119376e-12
d406064d,0.5301188230514526
76617947,2.4552221969059997e-28
d0e5dccb,0.861290454864502
33271da6,4.03795047532185e-06
0840e2b1,0.17670471966266632
521a9f4d,0.5964446067810059
7286b1dc,0.07811979204416275
5b6acc2d,0.44224125146865845
e034cd34,7.61092852076981e-18
46577660,4.7750063458806835e-06
bb4d6f24,0.5755675435066223
bfc7a3f2,0.7414174675941467
abc66be8,4.4919506763108075e-06
3627189f,1.0
e49a77f6,0.01602886989712715
a209d7ee,0.36815303564071655
dee69cf6,0.9952667951583862
9a6261a0,0.4954359829425812
a8e444c6,2.1989839585600833e-28
a6a66a28,0.9999340772628784
db7022ff,3.355257627291053e-09
0dfb45d9,0.6772254109382629
81c983aa,1.3490291349282924e-11
a98fb5e1,0.9999738931655884
99e004d7,3.075511472161452e-07
d16e5fbb,0.0046228342689573765
3c352f9e,0.01355776097625494
12202699,0.32631969451904297
86af0236,0.4813505709171295
